Basis,Org_Code,Parent_Org,Org_Name,Standard_or_Item,Cancer_Type,Referral_Route_or_Stage,Treatment_Modality,Total,Within,After,Performance,Within_14_days,In_15_to_28_days,In_29_to_42_days,In_43_to_62_days,After_62_days,Within_31_days,In_32_to_38_days,In_39_to_48_days,In_49_to_62_days,In_63_to_76_days,In_77_to_90_days,In_91_to_104_days,After_104_days,In_15_to_16_days,In_17_to_21_days,In_22_to_28_days,After_28_days
Provider,RC9,East of England,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,31D,Breast,First Treatment,ALL MODALITIES,44,41,3,0.931818182,,,,,1,41,1,1,0,,,,,,,,
Provider,RC9,East of England,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,31D,Breast,Subsequent,ALL MODALITIES,46,41,5,0.891304348,,,,,0,41,3,2,0,,,,,,,,
Provider,RC9,East of England,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,31D,Gynaecological,First Treatment,ALL MODALITIES,5,5,0,1,,,,,0,5,0,0,0,,,,,,,,
Provider,RC9,East of England,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,31D,Gynaecological,Subsequent,ALL MODALITIES,1,1,0,1,,,,,0,1,0,0,0,,,,,,,,
Provider,RC9,East of England,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,31D,Haematological - Lymphoma,First Treatment,ALL MODALITIES,7,7,0,1,,,,,0,7,0,0,0,,,,,,,,
Provider,RC9,East of England,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,31D,Haematological - Lymphoma,Subsequent,ALL MODALITIES,1,1,0,1,,,,,0,1,0,0,0,,,,,,,,
Provider,RC9,East of England,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,31D,Haematological - Other (a),First Treatment,ALL MODALITIES,6,6,0,1,,,,,0,6,0,0,0,,,,,,,,
Provider,RC9,East of England,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,31D,Haematological - Other (a),Subsequent,ALL MODALITIES,1,1,0,1,,,,,0,1,0,0,0,,,,,,,,
Provider,RC9,East of England,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,31D,Head & Neck,First Treatment,ALL MODALITIES,11,11,0,1,,,,,0,11,0,0,0,,,,,,,,
Provider,RC9,East of England,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,31D,Head & Neck,Subsequent,ALL MODALITIES,8,8,0,1,,,,,0,8,0,0,0,,,,,,,,
Provider,RC9,East of England,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,31D,Lower Gastrointestinal,First Treatment,ALL MODALITIES,38,38,0,1,,,,,0,38,0,0,0,,,,,,,,
Provider,RC9,East of England,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,31D,Lower Gastrointestinal,Subsequent,ALL MODALITIES,15,12,3,0.8,,,,,0,12,3,0,0,,,,,,,,
Provider,RC9,East of England,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,31D,Lung,First Treatment,ALL MODALITIES,20,20,0,1,,,,,0,20,0,0,0,,,,,,,,
Provider,RC9,East of England,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,31D,Lung,Subsequent,ALL MODALITIES,7,7,0,1,,,,,0,7,0,0,0,,,,,,,,
Provider,RC9,East of England,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,31D,Other (a),First Treatment,ALL MODALITIES,3,3,0,1,,,,,0,3,0,0,0,,,,,,,,
Provider,RC9,East of England,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,31D,Skin,First Treatment,ALL MODALITIES,56,42,14,0.75,,,,,2,42,4,5,3,,,,,,,,
Provider,RC9,East of England,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,31D,Skin,Subsequent,ALL MODALITIES,9,5,4,0.555555556,,,,,0,5,0,2,2,,,,,,,,
Provider,RC9,East of England,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,31D,Upper Gastrointestinal - Hepatobiliary,First Treatment,ALL MODALITIES,10,10,0,1,,,,,0,10,0,0,0,,,,,,,,
Provider,RC9,East of England,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,31D,Upper Gastrointestinal - Hepatobiliary,Subsequent,ALL MODALITIES,1,1,0,1,,,,,0,1,0,0,0,,,,,,,,
Provider,RC9,East of England,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,31D,Upper Gastrointestinal - Oesophagus & Stomach,First Treatment,ALL MODALITIES,8,8,0,1,,,,,0,8,0,0,0,,,,,,,,
Provider,RC9,East of England,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,31D,Urological - Other (a),First Treatment,ALL MODALITIES,18,17,1,0.944444444,,,,,0,17,1,0,0,,,,,,,,
Provider,RC9,East of England,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,31D,Urological - Other (a),Subsequent,ALL MODALITIES,1,1,0,1,,,,,0,1,0,0,0,,,,,,,,
Provider,RC9,East of England,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,31D,Urological - Prostate,First Treatment,ALL MODALITIES,50,50,0,1,,,,,0,50,0,0,0,,,,,,,,
Provider,RC9,East of England,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,31D,Urological - Prostate,Subsequent,ALL MODALITIES,5,5,0,1,,,,,0,5,0,0,0,,,,,,,,
Provider,RCB,North East and Yorkshire,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,31D,Breast,First Treatment,ALL MODALITIES,41,40,1,0.975609756,,,,,0,40,1,0,0,,,,,,,,
Provider,RCB,North East and Yorkshire,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,31D,Breast,Subsequent,ALL MODALITIES,47,46,1,0.978723404,,,,,0,46,0,1,0,,,,,,,,
Provider,RCB,North East and Yorkshire,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,31D,Gynaecological,First Treatment,ALL MODALITIES,11,9,2,0.818181818,,,,,0,9,2,0,0,,,,,,,,
Provider,RCB,North East and Yorkshire,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,31D,Gynaecological,Subsequent,ALL MODALITIES,8,8,0,1,,,,,0,8,0,0,0,,,,,,,,
Provider,RCB,North East and Yorkshire,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,31D,Haematological - Lymphoma,First Treatment,ALL MODALITIES,5,5,0,1,,,,,0,5,0,0,0,,,,,,,,
Provider,RCB,North East and Yorkshire,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,31D,Haematological - Lymphoma,Subsequent,ALL MODALITIES,4,4,0,1,,,,,0,4,0,0,0,,,,,,,,
Provider,RCB,North East and Yorkshire,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,31D,Haematological - Other (a),First Treatment,ALL MODALITIES,13,13,0,1,,,,,0,13,0,0,0,,,,,,,,
Provider,RCB,North East and Yorkshire,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,31D,Haematological - Other (a),Subsequent,ALL MODALITIES,6,6,0,1,,,,,0,6,0,0,0,,,,,,,,
Provider,RCB,North East and Yorkshire,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,31D,Head & Neck,First Treatment,ALL MODALITIES,12,12,0,1,,,,,0,12,0,0,0,,,,,,,,
Provider,RCB,North East and Yorkshire,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,31D,Head & Neck,Subsequent,ALL MODALITIES,4,3,1,0.75,,,,,0,3,1,0,0,,,,,,,,
Provider,RCB,North East and Yorkshire,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,31D,Lower Gastrointestinal,First Treatment,ALL MODALITIES,37,31,6,0.837837838,,,,,0,31,3,3,0,,,,,,,,
Provider,RCB,North East and Yorkshire,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,31D,Lower Gastrointestinal,Subsequent,ALL MODALITIES,16,14,2,0.875,,,,,0,14,0,2,0,,,,,,,,
Provider,RCB,North East and Yorkshire,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,31D,Lung,First Treatment,ALL MODALITIES,15,15,0,1,,,,,0,15,0,0,0,,,,,,,,
Provider,RCB,North East and Yorkshire,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,31D,Lung,Subsequent,ALL MODALITIES,5,5,0,1,,,,,0,5,0,0,0,,,,,,,,
Provider,RCB,North East and Yorkshire,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,31D,Other (a),First Treatment,ALL MODALITIES,5,5,0,1,,,,,0,5,0,0,0,,,,,,,,
Provider,RCB,North East and Yorkshire,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,31D,Other (a),Subsequent,ALL MODALITIES,1,1,0,1,,,,,0,1,0,0,0,,,,,,,,
Provider,RCB,North East and Yorkshire,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,31D,Skin,First Treatment,ALL MODALITIES,59,56,3,0.949152542,,,,,0,56,2,1,0,,,,,,,,
Provider,RCB,North East and Yorkshire,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,31D,Skin,Subsequent,ALL MODALITIES,24,20,4,0.833333333,,,,,0,20,3,0,1,,,,,,,,
Provider,RCB,North East and Yorkshire,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,31D,Upper Gastrointestinal - Hepatobiliary,First Treatment,ALL MODALITIES,10,10,0,1,,,,,0,10,0,0,0,,,,,,,,
Provider,RCB,North East and Yorkshire,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,31D,Upper Gastrointestinal - Hepatobiliary,Subsequent,ALL MODALITIES,1,1,0,1,,,,,0,1,0,0,0,,,,,,,,
Provider,RCB,North East and Yorkshire,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,31D,Upper Gastrointestinal - Oesophagus & Stomach,First Treatment,ALL MODALITIES,12,12,0,1,,,,,0,12,0,0,0,,,,,,,,
Provider,RCB,North East and Yorkshire,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,31D,Upper Gastrointestinal - Oesophagus & Stomach,Subsequent,ALL MODALITIES,1,1,0,1,,,,,0,1,0,0,0,,,,,,,,
Provider,RCB,North East and Yorkshire,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,31D,Urological - Other (a),First Treatment,ALL MODALITIES,31,28,3,0.903225806,,,,,0,28,3,0,0,,,,,,,,
Provider,RCB,North East and Yorkshire,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,31D,Urological - Other (a),Subsequent,ALL MODALITIES,27,24,3,0.888888889,,,,,0,24,1,1,1,,,,,,,,
Provider,RCB,North East and Yorkshire,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,31D,Urological - Prostate,First Treatment,ALL MODALITIES,64,63,1,0.984375,,,,,0,63,1,0,0,,,,,,,,
Provider,RCB,North East and Yorkshire,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,31D,Urological - Prostate,Subsequent,ALL MODALITIES,13,13,0,1,,,,,0,13,0,0,0,,,,,,,,
Provider,RCD,North East and Yorkshire,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,31D,Breast,First Treatment,ALL MODALITIES,18,18,0,1,,,,,0,18,0,0,0,,,,,,,,
Provider,RCD,North East and Yorkshire,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,31D,Breast,Subsequent,ALL MODALITIES,12,12,0,1,,,,,0,12,0,0,0,,,,,,,,
Provider,RCD,North East and Yorkshire,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,31D,Gynaecological,First Treatment,ALL MODALITIES,1,1,0,1,,,,,0,1,0,0,0,,,,,,,,
Provider,RCD,North East and Yorkshire,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,31D,Haematological - Lymphoma,First Treatment,ALL MODALITIES,2,2,0,1,,,,,0,2,0,0,0,,,,,,,,
Provider,RCD,North East and Yorkshire,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,31D,Haematological - Other (a),First Treatment,ALL MODALITIES,6,6,0,1,,,,,0,6,0,0,0,,,,,,,,
Provider,RCD,North East and Yorkshire,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,31D,Haematological - Other (a),Subsequent,ALL MODALITIES,1,1,0,1,,,,,0,1,0,0,0,,,,,,,,
Provider,RCD,North East and Yorkshire,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,31D,Lower Gastrointestinal,First Treatment,ALL MODALITIES,12,12,0,1,,,,,0,12,0,0,0,,,,,,,,
Provider,RCD,North East and Yorkshire,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,31D,Lower Gastrointestinal,Subsequent,ALL MODALITIES,19,16,3,0.842105263,,,,,1,16,1,1,0,,,,,,,,
Provider,RCD,North East and Yorkshire,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,31D,Lung,First Treatment,ALL MODALITIES,6,6,0,1,,,,,0,6,0,0,0,,,,,,,,
Provider,RCD,North East and Yorkshire,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,31D,Lung,Subsequent,ALL MODALITIES,5,5,0,1,,,,,0,5,0,0,0,,,,,,,,
Provider,RCD,North East and Yorkshire,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,31D,Other (a),First Treatment,ALL MODALITIES,1,1,0,1,,,,,0,1,0,0,0,,,,,,,,
Provider,RCD,North East and Yorkshire,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,31D,Skin,First Treatment,ALL MODALITIES,52,52,0,1,,,,,0,52,0,0,0,,,,,,,,
Provider,RCD,North East and Yorkshire,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,31D,Skin,Subsequent,ALL MODALITIES,10,10,0,1,,,,,0,10,0,0,0,,,,,,,,
Provider,RCD,North East and Yorkshire,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,31D,Upper Gastrointestinal - Hepatobiliary,First Treatment,ALL MODALITIES,2,2,0,1,,,,,0,2,0,0,0,,,,,,,,
Provider,RCD,North East and Yorkshire,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,31D,Upper Gastrointestinal - Oesophagus & Stomach,First Treatment,ALL MODALITIES,2,2,0,1,,,,,0,2,0,0,0,,,,,,,,
Provider,RCD,North East and Yorkshire,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,31D,Urological - Other (a),First Treatment,ALL MODALITIES,5,5,0,1,,,,,0,5,0,0,0,,,,,,,,
Provider,RCD,North East and Yorkshire,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,31D,Urological - Other (a),Subsequent,ALL MODALITIES,1,1,0,1,,,,,0,1,0,0,0,,,,,,,,
Provider,RCD,North East and Yorkshire,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,31D,Urological - Prostate,First Treatment,ALL MODALITIES,13,13,0,1,,,,,0,13,0,0,0,,,,,,,,
Provider,RCD,North East and Yorkshire,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,31D,Urological - Prostate,Subsequent,ALL MODALITIES,6,6,0,1,,,,,0,6,0,0,0,,,,,,,,
Provider,RCF,North East and Yorkshire,AIREDALE NHS FOUNDATION TRUST,31D,Breast,First Treatment,ALL MODALITIES,18,18,0,1,,,,,0,18,0,0,0,,,,,,,,
Provider,RCF,North East and Yorkshire,AIREDALE NHS FOUNDATION TRUST,31D,Breast,Subsequent,ALL MODALITIES,20,20,0,1,,,,,0,20,0,0,0,,,,,,,,
Provider,RCF,North East and Yorkshire,AIREDALE NHS FOUNDATION TRUST,31D,Gynaecological,First Treatment,ALL MODALITIES,4,4,0,1,,,,,0,4,0,0,0,,,,,,,,
Provider,RCF,North East and Yorkshire,AIREDALE NHS FOUNDATION TRUST,31D,Gynaecological,Subsequent,ALL MODALITIES,4,4,0,1,,,,,0,4,0,0,0,,,,,,,,
Provider,RCF,North East and Yorkshire,AIREDALE NHS FOUNDATION TRUST,31D,Haematological - Lymphoma,First Treatment,ALL MODALITIES,4,4,0,1,,,,,0,4,0,0,0,,,,,,,,
Provider,RCF,North East and Yorkshire,AIREDALE NHS FOUNDATION TRUST,31D,Haematological - Lymphoma,Subsequent,ALL MODALITIES,2,2,0,1,,,,,0,2,0,0,0,,,,,,,,
Provider,RCF,North East and Yorkshire,AIREDALE NHS FOUNDATION TRUST,31D,Haematological - Other (a),First Treatment,ALL MODALITIES,3,3,0,1,,,,,0,3,0,0,0,,,,,,,,
Provider,RCF,North East and Yorkshire,AIREDALE NHS FOUNDATION TRUST,31D,Haematological - Other (a),Subsequent,ALL MODALITIES,4,4,0,1,,,,,0,4,0,0,0,,,,,,,,
Provider,RCF,North East and Yorkshire,AIREDALE NHS FOUNDATION TRUST,31D,Lower Gastrointestinal,First Treatment,ALL MODALITIES,3,3,0,1,,,,,0,3,0,0,0,,,,,,,,
Provider,RCF,North East and Yorkshire,AIREDALE NHS FOUNDATION TRUST,31D,Lower Gastrointestinal,Subsequent,ALL MODALITIES,12,12,0,1,,,,,0,12,0,0,0,,,,,,,,
Provider,RCF,North East and Yorkshire,AIREDALE NHS FOUNDATION TRUST,31D,Lung,First Treatment,ALL MODALITIES,14,14,0,1,,,,,0,14,0,0,0,,,,,,,,
Provider,RCF,North East and Yorkshire,AIREDALE NHS FOUNDATION TRUST,31D,Lung,Subsequent,ALL MODALITIES,5,5,0,1,,,,,0,5,0,0,0,,,,,,,,
Provider,RCF,North East and Yorkshire,AIREDALE NHS FOUNDATION TRUST,31D,Other (a),First Treatment,ALL MODALITIES,1,1,0,1,,,,,0,1,0,0,0,,,,,,,,
Provider,RCF,North East and Yorkshire,AIREDALE NHS FOUNDATION TRUST,31D,Upper Gastrointestinal - Hepatobiliary,First Treatment,ALL MODALITIES,3,3,0,1,,,,,0,3,0,0,0,,,,,,,,
Provider,RCF,North East and Yorkshire,AIREDALE NHS FOUNDATION TRUST,31D,Upper Gastrointestinal - Oesophagus & Stomach,First Treatment,ALL MODALITIES,3,3,0,1,,,,,0,3,0,0,0,,,,,,,,
Provider,RCF,North East and Yorkshire,AIREDALE NHS FOUNDATION TRUST,31D,Urological - Other (a),First Treatment,ALL MODALITIES,8,8,0,1,,,,,0,8,0,0,0,,,,,,,,
Provider,RCF,North East and Yorkshire,AIREDALE NHS FOUNDATION TRUST,31D,Urological - Other (a),Subsequent,ALL MODALITIES,1,1,0,1,,,,,0,1,0,0,0,,,,,,,,
Provider,RCF,North East and Yorkshire,AIREDALE NHS FOUNDATION TRUST,31D,Urological - Prostate,First Treatment,ALL MODALITIES,26,26,0,1,,,,,0,26,0,0,0,,,,,,,,
Provider,RCF,North East and Yorkshire,AIREDALE NHS FOUNDATION TRUST,31D,Urological - Prostate,Subsequent,ALL MODALITIES,13,13,0,1,,,,,0,13,0,0,0,,,,,,,,
Provider,RCU,North East and Yorkshire,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,31D,Other (a),First Treatment,ALL MODALITIES,2,2,0,1,,,,,0,2,0,0,0,,,,,,,,
Provider,RCU,North East and Yorkshire,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,31D,Other (a),Subsequent,ALL MODALITIES,2,2,0,1,,,,,0,2,0,0,0,,,,,,,,
Provider,RCX,East of England,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",31D,Breast,First Treatment,ALL MODALITIES,26,26,0,1,,,,,0,26,0,0,0,,,,,,,,
Provider,RCX,East of England,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",31D,Breast,Subsequent,ALL MODALITIES,11,11,0,1,,,,,0,11,0,0,0,,,,,,,,
Provider,RCX,East of England,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",31D,Gynaecological,First Treatment,ALL MODALITIES,5,5,0,1,,,,,0,5,0,0,0,,,,,,,,
Provider,RCX,East of England,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",31D,Haematological - Lymphoma,First Treatment,ALL MODALITIES,8,8,0,1,,,,,0,8,0,0,0,,,,,,,,
Provider,RCX,East of England,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",31D,Haematological - Lymphoma,Subsequent,ALL MODALITIES,3,3,0,1,,,,,0,3,0,0,0,,,,,,,,
Provider,RCX,East of England,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",31D,Haematological - Other (a),First Treatment,ALL MODALITIES,2,2,0,1,,,,,0,2,0,0,0,,,,,,,,
Provider,RCX,East of England,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",31D,Haematological - Other (a),Subsequent,ALL MODALITIES,3,3,0,1,,,,,0,3,0,0,0,,,,,,,,
Provider,RCX,East of England,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",31D,Lower Gastrointestinal,First Treatment,ALL MODALITIES,4,4,0,1,,,,,0,4,0,0,0,,,,,,,,
Provider,RCX,East of England,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",31D,Lower Gastrointestinal,Subsequent,ALL MODALITIES,4,4,0,1,,,,,0,4,0,0,0,,,,,,,,
Provider,RCX,East of England,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",31D,Lung,First Treatment,ALL MODALITIES,18,18,0,1,,,,,0,18,0,0,0,,,,,,,,
Provider,RCX,East of England,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",31D,Lung,Subsequent,ALL MODALITIES,2,2,0,1,,,,,0,2,0,0,0,,,,,,,,
Provider,RCX,East of England,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",31D,Other (a),First Treatment,ALL MODALITIES,1,1,0,1,,,,,0,1,0,0,0,,,,,,,,
Provider,RCX,East of England,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",31D,Other (a),Subsequent,ALL MODALITIES,1,1,0,1,,,,,0,1,0,0,0,,,,,,,,
Provider,RCX,East of England,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",31D,Skin,First Treatment,ALL MODALITIES,9,5,4,0.555555556,,,,,1,5,3,0,0,,,,,,,,
Provider,RCX,East of England,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",31D,Upper Gastrointestinal - Hepatobiliary,First Treatment,ALL MODALITIES,2,2,0,1,,,,,0,2,0,0,0,,,,,,,,
Provider,RCX,East of England,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",31D,Upper Gastrointestinal - Oesophagus & Stomach,First Treatment,ALL MODALITIES,2,1,1,0.5,,,,,0,1,1,0,0,,,,,,,,
Provider,RCX,East of England,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",31D,Upper Gastrointestinal - Oesophagus & Stomach,Subsequent,ALL MODALITIES,2,2,0,1,,,,,0,2,0,0,0,,,,,,,,
Provider,RCX,East of England,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",31D,Urological - Other (a),First Treatment,ALL MODALITIES,4,4,0,1,,,,,0,4,0,0,0,,,,,,,,
Provider,RCX,East of England,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",31D,Urological - Other (a),Subsequent,ALL MODALITIES,9,9,0,1,,,,,0,9,0,0,0,,,,,,,,
Provider,RCX,East of England,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",31D,Urological - Prostate,First Treatment,ALL MODALITIES,18,18,0,1,,,,,0,18,0,0,0,,,,,,,,
Provider,RD1,South West,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,31D,Breast,First Treatment,ALL MODALITIES,26,26,0,1,,,,,0,26,0,0,0,,,,,,,,
Provider,RD1,South West,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,31D,Breast,Subsequent,ALL MODALITIES,93,92,1,0.989247312,,,,,0,92,0,0,1,,,,,,,,
Provider,RD1,South West,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,31D,Gynaecological,First Treatment,ALL MODALITIES,15,15,0,1,,,,,0,15,0,0,0,,,,,,,,
Provider,RD1,South West,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,31D,Gynaecological,Subsequent,ALL MODALITIES,10,9,1,0.9,,,,,0,9,1,0,0,,,,,,,,
Provider,RD1,South West,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,31D,Haematological - Lymphoma,First Treatment,ALL MODALITIES,14,14,0,1,,,,,0,14,0,0,0,,,,,,,,
Provider,RD1,South West,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,31D,Haematological - Lymphoma,Subsequent,ALL MODALITIES,6,6,0,1,,,,,0,6,0,0,0,,,,,,,,
Provider,RD1,South West,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,31D,Haematological - Other (a),First Treatment,ALL MODALITIES,7,7,0,1,,,,,0,7,0,0,0,,,,,,,,
Provider,RD1,South West,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,31D,Haematological - Other (a),Subsequent,ALL MODALITIES,8,8,0,1,,,,,0,8,0,0,0,,,,,,,,
Provider,RD1,South West,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,31D,Head & Neck,First Treatment,ALL MODALITIES,8,8,0,1,,,,,0,8,0,0,0,,,,,,,,
Provider,RD1,South West,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,31D,Head & Neck,Subsequent,ALL MODALITIES,3,3,0,1,,,,,0,3,0,0,0,,,,,,,,
Provider,RD1,South West,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,31D,Lower Gastrointestinal,First Treatment,ALL MODALITIES,23,22,1,0.956521739,,,,,1,22,0,0,0,,,,,,,,
Provider,RD1,South West,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,31D,Lower Gastrointestinal,Subsequent,ALL MODALITIES,22,22,0,1,,,,,0,22,0,0,0,,,,,,,,
Provider,RD1,South West,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,31D,Lung,First Treatment,ALL MODALITIES,18,18,0,1,,,,,0,18,0,0,0,,,,,,,,
Provider,RD1,South West,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,31D,Lung,Subsequent,ALL MODALITIES,15,14,1,0.933333333,,,,,0,14,1,0,0,,,,,,,,
Provider,RD1,South West,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,31D,Other (a),First Treatment,ALL MODALITIES,7,7,0,1,,,,,0,7,0,0,0,,,,,,,,
Provider,RD1,South West,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,31D,Other (a),Subsequent,ALL MODALITIES,5,5,0,1,,,,,0,5,0,0,0,,,,,,,,
