DATA_MONTH,DATA_LEVEL,NHSE_REGION_CODE,NHSE_REGION_NAME,ICS_CODE,ICS_NAME,ORG_CODE,ORG_NAME,CLUSTER_GROUP,BENCHMARK_GROUP,MAIN_STAFF_GROUP,STAFF_GROUP_1,FTE,HEADCOUNT
2019-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 1,100.3375,101
2019-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 2,99.6375,101
2019-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Hospital Practitioner / Clinical Assistant,0.95546,4
2019-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Other HCHS doctor grades,1.0,1
2019-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Specialty Doctor,36.85,45
2019-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Specialty Registrar,651.39375,670
2019-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,Midwives,327.89331,414
2019-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,Nurses & health visitors,3678.05011,4166
2019-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",1780.14209,1998
2019-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Support to clinical staff,All staff groups,4029.22527,4655
2019-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Support to clinical staff,"Support to doctors, nurses & midwives",3584.81546,4150
2019-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Support to clinical staff,Support to ST&T staff,444.40981,506
2019-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,All staff groups,2132.86246,2457
2019-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,Central functions,667.62184,742
2019-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,"Hotel, property & estates",1091.47263,1325
2019-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,Managers,288.26132,303
2019-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,Senior managers,85.50667,88
2019-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Unknown classification,Unknown classification,140.39332,160
2020-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,All staff groups,All staff groups,14454.94413,16331
2020-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,All staff groups,7970.06845,8887
2020-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - All grades,1941.65648,2036
2020-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Associate Specialist,15.625,18
2020-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Consultant,780.34387,832
2020-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Core Training,186.775,193
2020-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 1,99.28125,100
2020-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 2,134.675,136
2020-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Hospital Practitioner / Clinical Assistant,0.95546,4
2020-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Other HCHS doctor grades,1.0,1
2020-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Specialty Doctor,37.0094,42
2020-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Specialty Registrar,685.9915,710
2020-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,Midwives,352.32114,442
2020-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,Nurses & health visitors,3810.39458,4318
2020-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",1865.69625,2096
2020-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Support to clinical staff,All staff groups,4144.32488,4799
2020-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Support to clinical staff,"Support to doctors, nurses & midwives",3683.94492,4269
2020-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Support to clinical staff,Support to ST&T staff,460.37996,530
2020-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,All staff groups,2190.4308,2493
2020-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,Central functions,724.55064,800
2020-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,"Hotel, property & estates",1053.99268,1264
2020-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,Managers,326.76333,342
2020-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,Senior managers,85.12415,88
2020-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Unknown classification,Unknown classification,150.12,169
2021-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,All staff groups,All staff groups,15182.04311,17038
2021-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,All staff groups,8371.12195,9279
2021-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - All grades,2015.35398,2109
2021-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Associate Specialist,15.72045,19
2021-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Consultant,812.02489,864
2021-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Core Training,199.13125,203
2021-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 1,104.6,105
2021-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 2,115.96,116
2021-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Hospital Practitioner / Clinical Assistant,0.77364,3
2021-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Other HCHS doctor grades,1.6,2
2021-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Specialty Doctor,33.9,39
2021-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Specialty Registrar,731.64375,758
2021-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,Midwives,356.39844,450
2021-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,Nurses & health visitors,4083.66668,4584
2021-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",1915.70285,2141
2021-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Support to clinical staff,All staff groups,4301.9543,4963
2021-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Support to clinical staff,"Support to doctors, nurses & midwives",3675.30762,4247
2021-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Support to clinical staff,Support to ST&T staff,626.64668,718
2021-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,All staff groups,2507.96686,2816
2021-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,Central functions,834.51412,914
2021-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,"Hotel, property & estates",1154.81272,1364
2021-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,Managers,419.72001,436
2021-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,Senior managers,98.92001,102
2021-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Unknown classification,Unknown classification,1.0,1
2022-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,All staff groups,All staff groups,15740.03189,17645
2022-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,All staff groups,8640.77045,9571
2022-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - All grades,2100.24184,2197
2022-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Associate Specialist,11.67045,16
2022-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Consultant,827.54889,878
2022-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Core Training,214.1125,220
2022-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 1,116.9875,117
2022-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 2,150.28125,152
2022-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Hospital Practitioner / Clinical Assistant,0.4,2
2022-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Other HCHS doctor grades,1.0,1
2022-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Specialty Doctor,32.225,37
2022-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Specialty Registrar,746.01625,775
2022-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,Midwives,321.00878,416
2022-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,Nurses & health visitors,4225.82817,4737
2022-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",1993.69166,2227
2022-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Support to clinical staff,All staff groups,4391.44915,5082
2022-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Support to clinical staff,"Support to doctors, nurses & midwives",3740.07471,4338
2022-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Support to clinical staff,Support to ST&T staff,651.37444,744
2022-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,All staff groups,2706.59896,3006
2022-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,Central functions,931.92959,1006
2022-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,"Hotel, property & estates",1174.66601,1378
2022-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,Managers,459.72335,478
2022-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,Senior managers,140.28001,145
2022-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Unknown classification,Unknown classification,1.21333,2
2023-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,All staff groups,All staff groups,17256.54088,19284
2023-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,All staff groups,9219.33907,10192
2023-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,Ambulance staff,0.325,1
2023-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - All grades,2246.04749,2349
2023-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Associate Specialist,16.955,23
2023-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Consultant,878.32999,932
2023-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Core Training,353.9875,363
2023-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 1,120.73125,121
2023-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 2,146.91875,149
2023-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Hospital Practitioner / Clinical Assistant,0.4,2
2023-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Other HCHS doctor grades,1.0,1
2023-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Specialty Doctor,42.45,47
2023-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Specialty Registrar,685.275,713
2023-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,Midwives,320.88375,422
2023-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,Nurses & health visitors,4570.52967,5103
2023-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",2081.55316,2323
2023-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Support to clinical staff,All staff groups,4961.94071,5700
2023-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Support to clinical staff,"Support to doctors, nurses & midwives",4238.87294,4885
2023-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Support to clinical staff,Support to ST&T staff,723.06777,818
2023-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,All staff groups,3066.2611,3397
2023-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,Central functions,1033.0784,1115
2023-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,"Hotel, property & estates",1290.00599,1517
2023-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,Managers,529.69003,551
2023-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,NHS infrastructure support,Senior managers,213.48668,219
2023-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Unknown classification,Unknown classification,9.0,9
2024-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,All staff groups,All staff groups,17654.31016,19775
2024-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,All staff groups,9741.68253,10767
2024-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - All grades,2332.36794,2454
2024-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Associate Specialist,23.406,31
2024-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Consultant,912.02319,968
2024-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Core Training,426.91375,441
2024-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 1,133.475,134
2024-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 2,130.99375,133
2024-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Other HCHS doctor grades,1.0,1
2024-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Specialty Doctor,39.45,45
2024-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,HCHS doctors - Specialty Registrar,665.10625,704
2024-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,Midwives,343.82518,449
2024-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,Nurses & health visitors,4865.25945,5410
2024-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",2200.22996,2459
2024-09-30,Organisation,Y60,Midlands,QT1,Nottingham and Nottinghamshire,RX1,Nottingham University Hospitals NHS Trust,Acute,Acute - Teaching,Support to clinical staff,All staff groups,4868.08526,5637
